,Gene_name,C2_266,A3_154,T3_41,T3_46,C1_214,C3_111,T2_178,A1_51,C2_257,T1_141,A1_71,C2_258,T3_48,T3_33,A3_156,A2_19,T3_39,C2_247,T3_34,T3_32,T2_179,T2_180,T2_197,T1_134,C3_119,C2_262,A1_77,T3_42,A2_4,C3_110,T1_123,C3_87,C3_99,C3_104,T1_139,C2_249,T1_130,A3_157,A1_52,T2_187,C3_108,C2_243,C2_256,T2_193,T2_186,A2_13,C3_102,C3_84,C3_120,C1_210,T2_198,C3_116,T1_138,C2_241,A2_30,C3_112,T1_133,A1_74,A3_169,A3_166,C3_103,C2_251,T2_185,T1_124,C1_216,C1_236,A1_70,T1_127,C3_85,T1_131,A1_60,A3_155,C3_113,C1_208,A1_53,A2_21,C3_101,C3_86,T2_188,A1_66,C2_265,A2_29,T2_189,C2_239,T1_144,A3_176,C3_88,A1_54,T2_192,A3_149,C1_222,T1_145,A1_73,C3_107,A2_18,A2_25,A3_167,C2_261,A1_78,A3_153,A2_8,C1_205,C2_255,C1_234,C1_209,A1_59,A1_76,C1_231,A2_22,A2_6,C1_226,C2_238,C3_105,C1_218,A1_75,C1_206,A1_68,C3_117,T1_126,C1_201,T2_196,T2_194,A3_174,C1_229,A3_162,C1_224,C2_252,C1_203,A2_2,A1_55,A2_10,A1_67,C3_92,C1_207,A1_80,C2_240,C3_82,C1_228,A2_23,A2_12,T1_128,A2_26,T2_191,A1_69,C3_91,T1_143,A1_62,C1_230,C3_95,A1_61,C1_232,C2_254,T1_132,A3_158,C2_264,A3_151,A3_173,C2_268,C2_260,C1_202,T1_140,A3_175,A2_9,C2_242,T1_146,A1_56,A2_14,T1_136,T2_190,C1_211,C3_97,A1_58,A3_160,A2_24,A3_168,A3_150,C3_100,C3_118,A3_159,A2_5,C2_270,T2_199,T3_47,A1_63,A1_64,C1_235,A3_163,T2_183,C3_89,T3_31,C2_246,C3_122,T3_45,C2_263,C1_212,C3_96,A3_165,A3_161,A2_17,T1_137,A2_20,A2_3,C3_98,C3_90,T2_181,C1_220,C2_259,A2_7,C3_81,T3_44,T3_35,T3_43,A2_1,T3_36,A3_170,C1_227,T1_135,T2_184,C1_215,C1_219,C2_245,T2_200,C1_223,C2_248,C2_272,T2_182,C1_221,A1_57,C3_83,A2_15,A2_11,T1_142,A1_72,A3_171,T3_50,C2_271,T2_177,C2_269,C1_204,A2_16,T3_38,A3_164,C1_225,A3_147,A1_65,T3_40,C2_244,C3_93,C2_250,T3_37,C1_233,C3_94,A3_148,C3_121,C2_267,C3_109,C2_237,A2_28,T3_49,A2_27,A3_172,C3_106,C3_115,C1_217,C3_114,T2_195,A1_79,T1_129,C2_253,T1_125,A3_152,C1_213
2284,TMOD4,8177.57,4288.72,9853.96,5632.3,5956.71,9460.67,NA,14347.4,6717.88,NA,3834.49,6953.95,NA,1866.8,7264.6,6251.29,2349.15,5400.98,3164.87,18764.9,NA,NA,12048,12417.4,4738.98,4524.35,11360.7,21946.5,5091.86,16370.9,4696,11251.8,6474.68,8471.41,NA,5090.52,5119.5,5052.27,10284.4,NA,5087.23,5987.36,6020.73,7335.8,NA,2842.14,7455.14,8324.17,7140.03,6860.94,5688.22,8898.32,18646.8,5001.89,8599.34,5146.3,3111.79,2885.67,6989.56,2684.04,3770.49,5113.71,6853.83,6998.53,2677.54,3526.89,3998.92,7589.96,1956.3,11807.2,7358.22,NA,2891.8,9230.24,12011.2,14829.2,NA,1468.46,7850.8,2743.95,6031.16,11119.6,NA,2774.58,1301.67,5951.47,NA,1832.36,4474.82,6197.27,21235,2040.5,NA,13515.7,6989.34,7470.05,3486.29,7108.15,10607.4,4378.67,13511.2,4386.94,9819.29,3316.21,7240.25,5888.66,5773.69,10472.3,6974.11,2630,5072.82,766.298,NA,6627.73,15163.8,4902.9,7774.67,11046.7,9252.44,10153.6,9917.52,6195.44,5745.11,6515.76,8994.88,6715.44,7424.32,5981.28,3407.58,5117.31,3409.99,5684.54,2369.09,8512.74,9023.56,14897,9131.31,10258.8,1832.13,3443.03,9017.92,3339.27,14590.7,7761.08,6258.32,8626.32,9323.14,11017.4,5891.92,12948.5,8706.12,7231.46,6924.28,9025.69,3347.42,7838.95,1767.65,10694.6,4453.44,10286.7,3006.87,7973.08,14974.5,9494.54,8566.48,9618.23,9431.42,15792.7,3516.11,5229.38,7969.49,4286.34,NA,6442.91,16291.4,26634.1,10168.8,9097.01,7306.37,NA,6251.94,14467.9,3492.03,9979.72,8813.92,7665.32,NA,NA,10718.4,1586.93,6553.55,12082.8,3347.88,5736.66,8594.07,7581.07,NA,NA,3474.76,NA,6096.66,3362.08,8528.79,6065.12,NA,7190.81,6721.56,5912.65,7668.41,3147.55,NA,4296.04,9096.97,NA,7066.79,10779.7,1722.33,NA,8834.13,7544.91,1562.85,9312.39,9318.25,3107.05,NA,1661.72,7373.21,7479.48,7532.31,2164.83,4561.57,5638.2,10884.7,8723.3,15593.5,5334.05,NA,1511.54,5621.15,1373.85,1750.15,1810.05,7715.59,NA,7211.76,1530.06,6815.57,6595.96,8088.61,6204.73,5607.17,4138.01,13754.1,8473.02,6430.24,14954.1,7386.64,2578.99,3733.61,4359.28,9228.02,22492.5,9165.09,13783.8,8927.47,5588.03,5661.6,NA,6084.51,NA,5962.37,6488.81
2285,TMOD2,358.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1779.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1549.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2286,CALML5,NA,474.561,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.481,1582.85,1847.96,NA,NA,956.98,99.3064,368.363,996.436,3102.06,NA,NA,NA,413.879,NA,472.029,NA,NA,NA,2185.33,348.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,232.207,NA,NA,NA,NA,NA,NA,155.352,314.587,NA,NA,NA,NA,NA,108.004,NA,NA,NA,NA,NA,101.515,NA,147.464,NA,NA,1157.06,294.858,NA,NA,NA,NA,NA,330.17,NA,NA,811.574,NA,NA,NA,NA,354.669,NA,660.724,NA,NA,NA,596.703,NA,975.63,NA,199.947,NA,NA,NA,197.899,253.093,914.333,NA,NA,NA,566.836,189.241,977.672,NA,NA,NA,NA,NA,NA,258.071,NA,NA,299.207,NA,NA,NA,NA,19217.5,NA,NA,NA,398.615,NA,NA,NA,539.211,NA,618.785,NA,2038.37,136.224,NA,889.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.82,259.345,NA,NA,NA,NA,1659.48,NA,NA,666.355,748.864,279.115,NA,2593.86,NA,NA,582.467,NA,NA,339.316,NA,NA,NA,NA,NA,NA,NA,272.39,NA,208.008,NA,NA,NA,NA,NA,49.887,NA,NA,NA,NA,184.449,1314.17,NA,NA,953.282,NA,584.904,NA,105.296,95.7363,NA,1934.79,NA,NA,NA,NA,NA,NA,NA,NA,188.102,NA,NA,902.588,NA,388.192,NA,NA,1177,NA,NA,242.879,1045.3,NA,NA,114.514,NA,NA,1016.49,NA,NA,357.684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.887,1086.95,NA,NA,95.0648,NA,597.807,NA,NA,NA,NA,NA,320.506,NA,194.907,NA,783.475,NA,NA,487.523,NA,1239.38,631.4,NA,NA,NA,NA,336.338
2287,LMCD1,24323.6,57267.1,43330.4,51217.6,16242.6,45782.1,15545.3,56089.1,39449.4,52444,100030,26100.2,37088.7,52435.1,41298.7,53496.7,58770.1,29169.6,77035.4,85806.8,14910.6,15398.6,23217.2,22145.2,56525.2,31466.1,74883.1,54697,35124.7,44883.1,34844.4,63380.5,40377.3,45255.5,24909.7,33246,46021.6,43081.8,90251.7,19556.3,53541.2,21624.7,30002.8,25341.7,15951.5,62276.6,46250.4,41942.6,43602.3,22849.8,77945.2,13019,38726.2,79910.7,19212.4,31771.9,44902.8,47327.2,18747,54887.6,45389.5,42619.6,27025,21494.8,23458.9,54134.6,40503.4,25426.5,47548.3,63815.9,61531.7,46392.1,21901.3,24620.3,24347.6,78586.2,43964,67536.2,52237.4,44477.5,11863.3,44347,46298.8,30179.8,48836.4,48489.3,49024.2,116174,47021.4,49167.3,44442,40014.1,19593.5,41832.3,11679.4,17447.4,136307,37842.2,28327.8,34185.7,88444.8,43280.4,49310.7,20327.2,52755,49727.5,35424.6,42465.6,19952.2,117654,31409.7,65516.5,15866.1,20434.2,44631.6,53008.5,36966.3,45942.5,13018.6,40527.8,12294.6,57809.2,108596,38138.8,35610.8,35757.5,45978,25770.5,124273,45752.7,59151.8,36909.9,46304.2,23875,11781.6,83895.4,92062.6,17170.4,69005.9,48245.9,11054.3,39336.1,36267.3,15791.8,76459.8,7562.38,90936.9,31674.9,46840.4,31771.2,16808.8,18526.1,51759,21275.6,47463.9,19028.7,42105.7,32074,39804.4,84364.1,60588,118141,48677.6,6559.65,113667,14891.3,32087.5,17488.9,60356.2,48248.1,47077,43757.9,18833.9,144071,50837,48410.6,30006.9,35534.9,49249.7,45881.5,25992.8,23842.7,41162.1,74040.9,106288,22905.5,46571.5,19094.4,32680.3,67429.3,34137.7,39590.1,49282.3,33778.4,18945.4,37241.8,42950.7,52813.5,60575.9,50480.7,54628.3,52234,20062.5,59944.1,15922.4,15247.8,29299.7,58741.1,22028.5,44610.3,69460.1,41356.1,55694.1,35796.1,54179.3,29612.2,53819.3,12694.9,11103.7,16669.6,53971.7,18826.7,20530.9,38419.4,47221.9,16716.9,21266.6,72121.5,57495.7,73933.4,65028.3,54358,78209.7,42707.5,38998.7,24556.7,18135.1,55968,12329.2,77551.1,60210.6,42090.5,19029.2,40761.2,97726.7,41919,36161.2,51378.6,36396.7,60200.1,22391.3,56352.1,44423.1,52167.5,36367.4,35886.8,28629.2,48091.1,34652.6,45710.4,46233.5,33441.9,42245.1,25669,32934.2,17588.8,99954.4,47886.2,24481,31450,44783.9,13027
2288,NDUFAF4,1117.43,NA,NA,NA,NA,2089.81,NA,NA,1020.5,NA,NA,1711.64,NA,NA,NA,2276.1,NA,1759.95,NA,NA,NA,NA,NA,NA,335.885,1157.87,NA,NA,1144.07,1704.3,NA,1393,NA,NA,NA,830.719,NA,NA,NA,NA,1009.29,585.327,963.283,NA,NA,NA,680.176,NA,190.083,1531.89,NA,819.188,2001.86,NA,1038.67,1590.95,NA,NA,NA,NA,NA,1014.02,685.889,NA,NA,NA,NA,1335.74,NA,NA,1459.87,NA,NA,1672.19,818.282,NA,NA,NA,NA,NA,NA,NA,NA,703.704,NA,1348.32,NA,NA,NA,NA,1052.65,528.478,NA,NA,NA,NA,NA,NA,1205.02,NA,NA,NA,563.984,NA,NA,1304.99,1360.71,707.082,NA,NA,756.713,NA,NA,1495.59,NA,NA,1102.8,NA,NA,NA,1325.2,NA,NA,1250.16,990.27,NA,NA,1938.9,NA,NA,NA,NA,386.142,1158.6,NA,NA,NA,1519.84,NA,NA,NA,NA,NA,487.404,NA,NA,981.422,921.474,NA,780.752,NA,NA,NA,1124.41,NA,NA,NA,1063.24,NA,NA,NA,NA,440.703,NA,NA,766.597,NA,1102.17,508.959,531.911,NA,NA,NA,NA,724.942,NA,1074.49,NA,NA,NA,1670.47,NA,NA,NA,NA,NA,NA,NA,986.083,NA,1225.5,945.136,NA,1727.64,933.394,1269.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,732.609,532.628,467.964,NA,834.967,978.819,NA,NA,1328.51,NA,NA,382.154,NA,NA,NA,NA,NA,751.33,NA,422.959,NA,NA,NA,NA,957.161,NA,NA,NA,845.231,792.827,1376.27,NA,NA,2184.99,NA,1391.62,1168.85,1254.52,1224.14,NA,NA,NA,NA,NA,NA,NA,1029.23,NA,NA,NA,1158.07,NA,NA,1217.59
2289,NDUFA13,4042.37,NA,1185.81,NA,4772.77,3168.5,NA,1102.49,8151.73,NA,NA,8450.9,NA,1208.13,NA,5184.74,3472.48,8403.11,NA,NA,NA,15943.1,1865.24,NA,3412.56,7110.68,2997.83,1962.84,3492.86,2890.14,NA,1980.32,2253.55,3481.29,NA,5637.54,NA,1746.34,1911.52,3271.97,5464.65,7193.11,5535.66,3180.28,3404.3,NA,4929.02,4518.33,1996.34,4461.85,NA,4341.35,3437.83,NA,6485.79,4190.32,NA,NA,6906.85,NA,NA,8396.17,7554.01,4931.49,NA,NA,NA,10634.5,NA,NA,4486.25,NA,NA,8683.3,3939.6,NA,848.525,1417.03,NA,NA,8103.89,4322.56,NA,7644.87,NA,2079.36,NA,NA,NA,NA,3079.71,4916.53,NA,NA,2701.24,3686.21,NA,NA,4528.54,NA,NA,NA,3801.97,4390.82,NA,2524.14,3582.8,4032.2,NA,NA,6004.26,NA,NA,8234.83,6430.49,NA,3486.48,3592.18,NA,995.208,4963.5,NA,NA,5010.71,4543.99,1734.51,NA,8215.97,1446.47,NA,2758.3,2726.73,3884.43,5539.33,6822.66,NA,1560.71,7547.14,NA,NA,7514.69,4884.52,2107,4521.18,1453.31,3350.08,1274.46,6731.03,NA,6327.02,3249.94,6545.33,NA,4301.03,NA,3125.77,4373.95,3725.58,NA,1704.26,1974.58,NA,4264.35,4373.85,2045.25,4225.4,5379.84,4623.63,1144.41,NA,NA,2650.86,1813.36,1429.49,3500.4,NA,3958.74,2740.71,NA,NA,10778.7,NA,NA,5313.41,NA,4029.88,NA,NA,4382.88,NA,8531.29,4207.36,NA,9610.19,4892.1,3549.23,NA,3325.35,1668.55,NA,1864.42,2909.54,3200.85,NA,NA,5970.73,7088.84,NA,11536.9,1750.35,NA,NA,4907.9,NA,NA,5350.66,NA,3538.89,3669.43,3884.92,5727,2931.62,5348.51,3305.47,4760.41,3451.01,4771.69,1626.02,2592.7,2765.5,2463.12,NA,4338.94,NA,3562.58,3291.84,6139.7,3987.64,4864.87,NA,NA,NA,5822.3,NA,2092.37,NA,10704.2,3143.65,2561.21,2937.34,5556.74,4772.42,1931.47,4063.34,10590.2,3737.5,10491.1,2327.75,3015.95,3183,NA,NA,3359.43,6018.3,2051.43,NA,2792.2,NA,4701.64,NA,NA,5149.88
2290,PDP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.817,NA,NA,NA,NA,NA,281.374,NA,NA,NA,NA,NA,NA,NA,122.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,314.228,NA,NA,NA,NA,NA,139.7,305.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.3141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348.161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.547,NA,NA,NA,NA,NA,273.182,NA,NA,NA,NA,NA,NA,NA,233.512,NA,203.336,NA,NA,208.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.839,NA,NA,NA,NA,NA,NA,NA,NA,93.5152,NA,NA,NA,NA,296.364,NA,NA,NA,NA,NA,96.355,NA,NA,NA,NA,NA,NA,NA,NA,392.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.845,NA,NA,21.7566
2291,VAPA,5793.21,2872.15,NA,6714.01,3808.57,7397.28,NA,5071.12,3765.46,NA,2267.46,4018.46,2800.78,NA,NA,3173.56,NA,5525.13,2950.26,5602.35,NA,NA,NA,NA,2269.59,4761.69,3694.78,NA,3819.72,3448.46,NA,4393.86,2168.69,4175.54,NA,3979.32,NA,1511.18,3530.59,NA,3285.63,3377.7,2624.79,5564.68,1476.08,5362.57,4281.97,2179.63,2863.33,3204.31,3716.8,3858.3,3866.33,4157.69,3351.83,4073.46,997.07,1713.36,3444.51,1688.67,NA,2640.39,2718.78,2822.73,NA,2760.52,4633.63,3315.69,698.888,2158.64,3946.01,NA,NA,2743.63,1582.93,4061.94,1724.68,2254.27,4642.09,NA,NA,2749.42,NA,1245.99,1122.97,4353.8,1502.6,NA,4001.39,3668.15,4935.7,2129.65,3615.66,NA,5589.37,3438.23,1945.24,NA,4396.81,1122.91,4614.58,1755.71,5269.84,2640.57,3653.23,6144.73,6032.35,3521.54,NA,NA,3470.77,1294.31,1023.82,5784.76,3602.53,4758.98,4393.38,3553.51,3665.99,4927.68,4325.91,NA,3230.09,3408.17,5279.44,2781.49,5828.19,6228.67,1358.47,6119.7,2288.04,1785.53,2340.75,4036.26,1972.28,3651.42,2948.74,4891.72,1616.09,918.002,2339.84,1758.18,2418.69,3791.84,2210.2,4534.68,4450.06,4380.6,NA,2411.6,3115.41,6764.83,NA,5005.14,NA,3979.53,1393.28,3268.22,2974.25,4276.92,2468.07,1547.97,4751.41,3227.92,2031.1,3211.98,2765.11,4396.34,2253.77,2753.89,NA,3110.06,3283.12,3718.27,4295.63,NA,5234.27,3497.95,1562.51,2950.1,5407.36,NA,5178.74,2999.41,1954.77,4793.9,NA,3295.9,4228.19,1499.77,5815.71,4698.35,3746.36,4545.72,3714.08,4723.28,NA,NA,4397.72,NA,4234.74,2437.31,3416.11,9462.15,2268.82,4219.73,4100.61,3668.59,3902.04,NA,3093.53,2778.1,3926.03,2716.85,3569.7,2983.34,443.513,4014.91,6437.21,5610.94,1291.01,7603.8,4529.88,2013.55,NA,4916.36,4027.34,4186.48,7019.9,2993.07,3663.97,NA,2741.37,3802.34,658.463,7799.5,NA,3038.51,4162.62,2063.26,2988.26,NA,4458.15,NA,2969.13,NA,3293.05,3933.26,5329.83,3177.54,4705.18,2580.34,3766.15,4369.65,3517.94,3779.16,4200.31,4595.43,8791.77,3206.62,4279.03,NA,2960.19,2784.65,5973.38,NA,3029.42,NA,4840.69,NA,NA,6075.37
2292,RNF181,1211.68,998.07,NA,592.203,NA,838.602,756.842,NA,789.854,1765.51,2157.39,862.701,NA,NA,4488.23,1300.74,1271.67,929.585,1453.46,NA,NA,NA,NA,NA,1720.18,1043.12,1534.21,NA,790.149,1308.05,NA,1675.18,743.339,1491.62,NA,1608.65,NA,NA,1434.28,NA,1419.01,1070.34,1623.58,NA,NA,1199.16,750.037,NA,1250.88,514.731,1180.84,755.6,779.127,1240.35,733.068,1483.51,1559.72,NA,1206.76,1268.2,950.418,1165.19,1111.6,NA,NA,607.766,774.902,590.786,1474.41,963.026,1986.27,NA,NA,638.406,NA,1641.83,892.375,1188.87,1211.86,NA,NA,1877.61,NA,1026.93,542.279,1179.86,1606.02,2058.67,1661.62,864.013,1353.08,1532.47,NA,NA,887.978,606.73,3957.57,NA,912.794,1192.45,1699.26,1164.54,1271.9,NA,689.174,883.958,815.522,1241.86,NA,2842.12,1302.39,834.708,NA,731.973,2724.69,NA,1137.81,799.913,NA,NA,441.144,NA,2070.3,883.917,729.582,NA,NA,912.46,3528.96,NA,2362.04,1125.1,2040.51,758.716,627.433,NA,2167.62,624.623,857.789,395.568,NA,1936.22,655.427,878.914,1706.14,416.67,2001.69,819.733,1062.45,412.035,NA,NA,2066.69,970.888,1657.06,1117.06,1781.98,540.693,877.095,1738.96,1099.7,3096.17,684.438,499.89,3087.81,672.822,NA,658.777,1411.17,1156.45,NA,1235.65,NA,2577.88,913.716,NA,1101.96,1200.97,754.822,1675.53,845.258,NA,NA,NA,1867.86,867.021,1724.22,NA,516.293,1348,852.869,1225.1,NA,1761.64,602.562,1171.34,NA,NA,703.953,NA,1072.29,1101.96,500.281,NA,NA,562.696,795.941,908.187,526.945,525.283,NA,NA,843.104,1602.31,779.096,1737.72,1927.14,NA,735,1159.93,1372.76,2028.7,608.695,1331.32,1833.61,NA,768.402,668.245,NA,1055.19,1194.36,NA,1420.18,NA,NA,1614.87,NA,1257.76,NA,1435.9,1901.67,NA,478.377,NA,2484.82,NA,1246.91,1498.45,1854.73,1511.69,NA,723.143,1719.51,1852.04,1693.6,960.052,474.458,973.392,NA,632.068,1549.79,NA,NA,1425.47,1153.05,NA,2427.49,NA,886.366,NA,1434.04,300.349
2293,MTRES1,467.314,1301.48,NA,3116.68,372.334,1561.56,NA,NA,787.662,NA,NA,528.77,1481.92,NA,NA,840.255,NA,591.392,1150.98,1287.88,NA,NA,NA,NA,1041.08,868.956,621.866,NA,1383.5,2053.44,NA,1200.12,904.551,1045.89,NA,717.207,NA,NA,307.792,NA,1411.39,1047.99,485.289,NA,NA,1191.12,1306.48,2223.8,985.135,NA,NA,NA,1588.68,NA,301.328,722.705,NA,NA,NA,NA,NA,931.952,656.992,311.329,NA,NA,607.833,687.471,1518.95,NA,596.279,NA,NA,619.729,807.831,NA,NA,1168.25,NA,NA,NA,1522,NA,1081.21,1071.07,1342.27,NA,NA,NA,1055.66,1544.08,958.722,NA,NA,362.277,NA,244.054,NA,969.74,NA,NA,NA,1515.99,571.315,NA,1429.47,1613.99,1850.15,NA,NA,643.672,1584.29,NA,654.073,NA,1048.73,1122.52,NA,NA,NA,270.323,NA,NA,1183.18,944.71,NA,NA,625.277,470.587,732.917,951.893,767.505,956.51,NA,359.159,NA,NA,609.839,1634.12,1155.27,901.817,921.634,1592.21,268.94,189.02,NA,460.028,1372.36,NA,685.24,NA,NA,1515.5,497.07,1634.46,NA,1264.21,660.34,1198.3,NA,612.209,NA,1531.55,207.418,NA,675.211,1256.15,444.158,542.919,259.045,NA,1280.44,NA,377.843,1480.33,NA,1740.71,1469.71,2075.32,NA,900.391,NA,NA,NA,NA,507.782,NA,NA,1355.47,659.753,657.001,1646.82,NA,720.681,753.483,1459.28,NA,641.459,2216.51,838.592,559.723,1075.09,840.661,NA,NA,531.988,655.418,757.238,927.179,1350.86,972.623,1724.33,860.381,1252.43,NA,790.666,NA,NA,343.355,472.301,1150,NA,832.204,1404.44,937.489,NA,856.233,NA,NA,1249.02,1220.45,1181.58,404.339,NA,NA,NA,NA,1059.16,713.079,1454.01,658.023,NA,598.588,NA,559.195,NA,1016.05,935.956,432.008,NA,NA,1520.39,NA,1437.74,762.898,1243.74,1222.41,1307.47,421.218,2220.31,NA,NA,2030.19,NA,1285.95,NA,538.382,NA,579.333,NA,NA,305.323
2294,SEPTIN10,267.257,1629.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517.203,NA,261.409,637.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.718,NA,1000.36,NA,298.002,NA,NA,551.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212.71,NA,NA,NA,NA,NA,NA,NA,NA,256.474,NA,NA,510.376,NA,NA,NA,NA,NA,NA,NA,NA,450.221,NA,NA,NA,NA,NA,2505.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809.361,NA,NA,359.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777.76,NA,NA,NA,478.59,NA,NA,574.061,NA,NA,376.344,NA,NA,NA,NA,NA,NA,237.706,NA,NA,NA,NA,NA,521.617,NA,NA,NA,NA,NA,NA,NA,NA,478.898,298.632,NA,NA,NA,1016.32,NA,NA,NA,NA,NA,NA,655.382,NA,NA,746.338,4981.23,NA,NA,NA,NA,NA,NA,NA,350.385,NA,NA,NA,985.211,NA,NA,2708.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146.97,NA,NA,NA,NA,1255.75,NA,NA,NA,NA,NA,NA,NA,NA,3821.05,NA,NA,NA,5478.07,NA,NA,NA,NA,519.933,NA,NA,2024.12,NA,NA,NA,549.446,NA,NA,727.334,NA,NA,548.868,NA,NA,NA,NA,NA,NA,592.987,NA,NA,NA,NA,NA,NA,NA,NA,527.483,NA,302.963,NA,NA,NA,NA,488.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2295,RRBP1,NA,1981.54,NA,1298.51,NA,NA,NA,NA,419.518,NA,NA,NA,NA,NA,NA,929.282,NA,NA,NA,NA,NA,8666.56,1409.81,NA,NA,NA,NA,NA,561.684,NA,NA,470.45,NA,NA,NA,855.576,1017.9,695.985,NA,2488.42,NA,NA,NA,NA,2235.59,333.753,NA,NA,NA,327.263,726.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,2156.78,NA,NA,NA,NA,1439.48,NA,NA,NA,NA,916.954,NA,NA,NA,NA,NA,NA,491.065,745.875,NA,3060.11,NA,NA,NA,441.903,523.115,NA,NA,877.781,NA,NA,436.356,2609.91,NA,NA,NA,NA,NA,NA,1588.05,NA,494.296,NA,665.679,NA,1581.36,NA,487.01,NA,NA,NA,618.139,NA,NA,NA,1421.82,NA,2078.7,NA,1433.97,NA,NA,NA,NA,675.037,1478.01,NA,371.143,452.307,NA,1327.13,NA,NA,NA,NA,NA,NA,NA,482.22,NA,1480.36,NA,NA,205.407,983.483,NA,1872.3,NA,NA,905.906,NA,NA,961.947,NA,NA,NA,NA,NA,NA,NA,718.923,NA,NA,NA,NA,NA,295.828,NA,556.051,764.674,NA,703.138,2238.89,402.271,NA,NA,NA,NA,NA,625.206,NA,819.783,744.72,NA,NA,NA,1018.69,3287.55,NA,NA,NA,NA,NA,241.659,NA,NA,NA,NA,874.565,NA,858.075,477.203,NA,NA,1382.64,NA,NA,NA,NA,1935.66,NA,NA,1674.97,1658.07,495.167,NA,NA,2544.7,NA,NA,NA,NA,NA,NA,NA,2530.54,NA,NA,NA,880.73,NA,NA,NA,1748.5,NA,NA,NA,684.902,NA,NA,959.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689.689,770.391,NA,NA,NA,729.957,831.354,2405.42,862.691,1744.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
