,Gene_name,C2_266,A3_154,T3_41,T3_46,C1_214,C3_111,T2_178,A1_51,C2_257,T1_141,A1_71,C2_258,T3_48,T3_33,A3_156,A2_19,T3_39,C2_247,T3_34,T3_32,T2_179,T2_180,T2_197,T1_134,C3_119,C2_262,A1_77,T3_42,A2_4,C3_110,T1_123,C3_87,C3_99,C3_104,T1_139,C2_249,T1_130,A3_157,A1_52,T2_187,C3_108,C2_243,C2_256,T2_193,T2_186,A2_13,C3_102,C3_84,C3_120,C1_210,T2_198,C3_116,T1_138,C2_241,A2_30,C3_112,T1_133,A1_74,A3_169,A3_166,C3_103,C2_251,T2_185,T1_124,C1_216,C1_236,A1_70,T1_127,C3_85,T1_131,A1_60,A3_155,C3_113,C1_208,A1_53,A2_21,C3_101,C3_86,T2_188,A1_66,C2_265,A2_29,T2_189,C2_239,T1_144,A3_176,C3_88,A1_54,T2_192,A3_149,C1_222,T1_145,A1_73,C3_107,A2_18,A2_25,A3_167,C2_261,A1_78,A3_153,A2_8,C1_205,C2_255,C1_234,C1_209,A1_59,A1_76,C1_231,A2_22,A2_6,C1_226,C2_238,C3_105,C1_218,A1_75,C1_206,A1_68,C3_117,T1_126,C1_201,T2_196,T2_194,A3_174,C1_229,A3_162,C1_224,C2_252,C1_203,A2_2,A1_55,A2_10,A1_67,C3_92,C1_207,A1_80,C2_240,C3_82,C1_228,A2_23,A2_12,T1_128,A2_26,T2_191,A1_69,C3_91,T1_143,A1_62,C1_230,C3_95,A1_61,C1_232,C2_254,T1_132,A3_158,C2_264,A3_151,A3_173,C2_268,C2_260,C1_202,T1_140,A3_175,A2_9,C2_242,T1_146,A1_56,A2_14,T1_136,T2_190,C1_211,C3_97,A1_58,A3_160,A2_24,A3_168,A3_150,C3_100,C3_118,A3_159,A2_5,C2_270,T2_199,T3_47,A1_63,A1_64,C1_235,A3_163,T2_183,C3_89,T3_31,C2_246,C3_122,T3_45,C2_263,C1_212,C3_96,A3_165,A3_161,A2_17,T1_137,A2_20,A2_3,C3_98,C3_90,T2_181,C1_220,C2_259,A2_7,C3_81,T3_44,T3_35,T3_43,A2_1,T3_36,A3_170,C1_227,T1_135,T2_184,C1_215,C1_219,C2_245,T2_200,C1_223,C2_248,C2_272,T2_182,C1_221,A1_57,C3_83,A2_15,A2_11,T1_142,A1_72,A3_171,T3_50,C2_271,T2_177,C2_269,C1_204,A2_16,T3_38,A3_164,C1_225,A3_147,A1_65,T3_40,C2_244,C3_93,C2_250,T3_37,C1_233,C3_94,A3_148,C3_121,C2_267,C3_109,C2_237,A2_28,T3_49,A2_27,A3_172,C3_106,C3_115,C1_217,C3_114,T2_195,A1_79,T1_129,C2_253,T1_125,A3_152,C1_213
2296,LARS1,3942.73,4666.7,NA,2515.02,2387.94,1477.11,NA,2107.96,2834.74,3319.13,2127.57,2807.98,NA,2776.76,4569.14,4072.24,1266.94,2204.74,2563.83,NA,4619.04,2649.68,2776.65,2399.32,1830.53,2016.59,2284.19,NA,4040.07,1577.14,NA,2632.12,3166.55,1259.29,NA,3222.29,2554.64,4728.83,2343.78,NA,2768.83,3839.2,3759.46,3812.33,4262.55,2187.79,1712.32,2591.12,1991.59,3607.05,2174.92,1960.9,2801.09,1429.83,2888,3311.5,2112.52,4856.17,2597.03,5866.28,NA,4033.48,2044.55,2294.61,NA,4942.53,2508.89,3112.33,3953.79,2766.19,4895.99,NA,NA,2492.19,2092.17,NA,3394.1,2851.59,4107.25,NA,3735.95,2576.17,NA,3190.56,3305.65,1823.49,1331.63,3421.34,4785.65,4634.32,1371.09,4346.59,NA,NA,2446.08,3153.67,3280.82,NA,1327.35,3433.11,3255.88,3713.4,1759.54,1061.7,1553.99,2705.21,1891.54,1794.03,2673.12,3022.5,3808.41,2312.67,2672.83,2459.45,NA,5589.52,2064.17,1746.94,3673.32,2715.27,1333.43,NA,2010.46,1896.62,2864.83,3905.36,3783.89,1918.5,2308.1,3367.37,1761.62,2998.61,3702.04,3919.73,3971.26,3974.55,2298.16,2202.59,4279.51,2255.03,1533.87,3788.5,NA,3025.31,2880.4,1538.83,2198.06,1998.1,2142.85,2011.33,3193.3,2588.05,4227.86,2629.58,5354.78,3378.26,3619.68,3549.24,3598.66,3284.89,3296.29,4190.75,1906.37,1349.11,2731.28,3124.21,2878.85,3654.17,3028.21,4567.05,NA,4129.44,4706.05,2441.49,2334.42,6968.15,1177.69,1671.93,4001.39,2228.33,2154.52,NA,3534.53,NA,2572.37,3378.65,2598.12,3134.09,2036.33,2284.17,2234.99,2373.53,3459.3,2917.9,3851.62,2052.74,NA,4642.59,2988.6,3506.02,3761.13,4363.36,1795.1,NA,1561.07,2719.4,3139.12,3062.09,2965.02,3126.19,3008.66,2452.23,4158.06,2970.09,5760.91,4264.34,2153.24,5281.8,1709.38,2716.43,3016.16,2110.64,1285.93,4471.86,4416.06,2813.98,2779.28,3232.6,2075.22,2715.73,5334.95,NA,2876.51,3915.55,3434.19,2908.26,2729.77,3389.24,1903.16,2129.95,NA,3772.51,2054.85,NA,2033.9,NA,3583.52,2670.54,3446.81,3379.51,4557.12,3673.12,2633.42,2122.8,2944.93,1849.58,2392.14,3203.28,2977.93,3264.43,4573.3,NA,NA,3513.56,1298.12,5780.4,2866.24,1158.59,3231.6,NA,4913.88,1967.02
2297,SUCLA2,74332.6,32079.7,40030.4,40038.2,42396.4,97177.4,48938.3,15511.7,95843.7,39356.2,30204.7,100616,39534.8,41935.9,33256,56593.2,46948,110867,59800,56763.3,11819,122718,13247.5,22856.9,95079.9,89263.5,35796.9,40545.1,50119,101975,40292.1,94718.4,94290.7,130983,34670.4,86872.7,42778.4,31667.4,23575.2,8449.49,126052,89122.2,101714,10627.4,6658.31,61762.2,106427,84278.7,92581,82019,25317.6,33808.8,111476,21102.2,38987,69272.4,49444.2,27349.6,75587.5,32311.9,25492.1,101839,83580.6,39594.7,30231.3,29105.6,63205.1,108413,36776.9,23510.4,46021.9,59376.4,7535.33,56146.8,80934.9,20074.7,25914.6,66937.5,32350.8,38043.8,10290.7,104607,29788.5,154022,57720.2,96992.4,39884,38945.1,34804.1,27029.6,115444,121597,19550.6,40327.7,29882.9,38540.7,45436.8,43424.2,55566.3,46007.3,30623.7,26028.1,97015.7,79417.9,15262.6,49210.6,85916.7,82203.5,9282.2,38922.3,85104.8,66915.6,12063.1,84113.4,38834.3,32691.2,73252,83344.3,10639.9,26484.9,35241.4,35589,33874,102522,25333.5,35321.2,29508.7,97011.7,44589.8,27082.2,74814.6,83664.8,127393,48275.7,34707.5,29087.6,39156.3,45787.1,70965.8,56952.3,49285.1,97901.3,102309,46442.7,50695.5,23230.3,52440.2,88979.4,45113.5,49378.6,12637.2,35290.9,28208.1,36528,29590,40437,137121,75435.8,48896.9,26424.4,62011.2,50957.6,102439,19583.4,41017.6,53254,68142.5,41918.1,55093.9,51825.6,40307.5,61531.9,12101.5,38128.8,94377.6,24881.7,97491.3,91200.3,37016.8,63344.1,94359.2,10248.5,38388.6,58199.7,29032.2,44185.5,25351.5,6113.61,67242.1,49090.5,101305,89381.4,40365.3,99902.1,51990.5,105305,46719.4,25464,53739.9,37941.6,56667.7,63086.3,53842.9,50002.3,6301.15,47675.2,89319.8,62471.7,62827.2,46145.9,41816.5,45583.8,43919.8,40006.3,33008.1,63124.8,47746.4,11337.7,24857.2,33080.1,116516,11034.9,51222.1,118563,80434.3,5129.94,65798.7,22449.8,92278.2,71066,64126.7,34877.7,25615.5,28141.5,38723.7,50119.8,47643.4,131763,29243.9,69855.9,52476.9,21211.5,52200.5,25314.4,34385.9,47948.2,134861,111871,67711.7,53894.6,45878.5,101392,25653.1,100068,110008,92548.8,95149.4,61453.5,12851.5,56908.3,31227.7,103503,90236.6,47936.5,79398.5,13602.1,45341.9,39337.1,56688.4,25797.5,32575.4,30705.3
2298,ATXN10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,839.449,NA,690.17,NA,NA,NA,952.474,NA,NA,NA,NA,NA,270.099,NA,NA,NA,NA,NA,417.02,NA,NA,NA,514.51,NA,1263.35,569.857,NA,NA,NA,NA,NA,NA,1005,NA,NA,343.303,NA,NA,NA,NA,NA,NA,328.985,NA,1231.45,NA,561.201,861.829,346.112,451.738,NA,NA,1071.35,1007.49,216.901,1301.48,NA,905.798,NA,NA,NA,NA,NA,1686.97,812.293,1025.61,1385.68,NA,NA,NA,NA,628.586,NA,NA,946.015,2069.15,NA,910.313,610.847,NA,1678.08,NA,295.389,592.177,NA,103.645,NA,NA,1020.05,NA,NA,NA,546.978,NA,NA,NA,NA,NA,965.284,NA,NA,NA,1480.67,936.075,NA,NA,NA,NA,NA,269.278,NA,526.846,NA,1632.26,101.224,461.703,1976.02,1002.89,NA,296.429,409.44,NA,NA,NA,272.553,734.25,799.412,NA,530.863,NA,NA,NA,NA,767.621,NA,NA,NA,NA,NA,758.808,NA,1226.07,NA,484.526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792.204,NA,NA,NA,NA,494.104,557.494,NA,377.534,NA,NA,NA,281.799,NA,NA,1029.72,NA,NA,1651.97,NA,NA,1417.43,273.171,NA,NA,NA,NA,394.945,NA,2694.53,1116.67,NA,751.018,745.757,NA,875.934,NA,NA,292.992,949.771,NA,NA,NA,978.457,1124.93,NA,1483.47,NA,NA,NA,NA,278.874,451.145,NA,NA,NA,660.864,NA,NA,NA,NA,668.833,442.879,NA,732.885,NA,1685.47,229.867,NA,NA,NA,1124.76,NA,2071.99,176.105,NA,NA,NA,318.358,NA,328.447,989.819,NA,528.826,NA,343.542,407.783,NA,NA,913.18,NA,900.513,866.2,NA,NA,NA,NA,NA,NA,1572.74,227.148,NA,1938.22,NA
2299,EPS15L1,NA,NA,NA,2397.79,NA,2445.93,NA,1735.23,1018.45,NA,NA,NA,NA,NA,NA,1384.48,1407.8,1224.29,1082.87,NA,3026.8,7266.06,NA,NA,1250.36,1201.05,NA,NA,1604.84,NA,NA,1692.31,1273.84,1523.93,NA,1628.5,NA,NA,1808.53,5122.87,976.968,582.381,NA,NA,8052.67,1823.61,NA,NA,NA,1095.09,804.918,NA,NA,1738.68,737.16,1053.42,1002.72,NA,NA,NA,2788.08,1045.84,1696.37,744.678,NA,2278.08,NA,NA,1764.82,NA,1592.66,NA,NA,683.718,NA,NA,2115.21,1813.44,NA,1514.81,NA,1373.37,NA,1773.27,1820.62,NA,1314.37,NA,NA,NA,NA,1752.73,5925.9,NA,581.552,NA,1316.91,NA,1579.43,NA,1541.81,1941.76,655.879,1946.15,NA,2754.51,NA,1457.47,NA,2033.62,NA,2319.33,2336.02,871.635,NA,1870.09,NA,NA,4091.61,NA,NA,1946.64,NA,NA,1311.72,NA,1828.29,663.202,2090.61,931.618,1897.66,1447.57,1430.52,1214.49,NA,2443.3,335.013,823.365,1742.48,2237.17,2367.59,1777.23,NA,NA,NA,451.359,1577.11,872.142,NA,NA,1554.04,2263.04,NA,1333.97,2445.5,NA,1003.23,1012.99,NA,1846.54,NA,NA,1904.18,NA,1084.71,NA,NA,1552.05,753.393,2329.85,NA,1982.67,2885.05,1271.73,1848,NA,NA,NA,1926.85,1081.02,991.001,NA,1213.9,NA,NA,934.62,NA,3176.99,NA,1045.13,799.631,NA,1830.62,1291.25,1324.04,NA,NA,1218.52,NA,1849.14,NA,2056.43,NA,NA,NA,NA,1809,NA,705.894,3046.4,1666.55,1587.61,NA,2856.91,2260.18,827.229,1176.84,5614.87,NA,1636.1,1620.79,NA,NA,1454.36,1948.13,NA,976.506,1490.67,NA,1615.91,1755.21,1810.1,NA,4920.25,NA,NA,NA,1600.3,NA,1414.08,NA,915.441,765.284,NA,1024.79,NA,720.77,1702.79,1586.61,2019.45,1324.57,1619.7,NA,1358.11,741.139,1219.95,783.919,1887.33,884.389,2926.28,1991.87,NA,1759.8,1050.54,826.108,NA,NA,NA,NA,NA,NA,674.281
2300,SAE1,NA,NA,NA,566.03,NA,520.086,NA,NA,NA,NA,NA,NA,NA,583.054,NA,829.547,NA,NA,1007.52,NA,NA,NA,NA,NA,NA,459.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.295,NA,1141.91,NA,NA,NA,1124.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,1044.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,718.996,NA,NA,1424.12,NA,NA,NA,NA,NA,524.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629.001,NA,NA,NA,761.761,NA,NA,285.54,NA,NA,NA,NA,NA,NA,789.297,639.614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,793.996,NA,NA,NA,1173.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,730.05,NA,NA,589.778,NA,NA,NA,NA,NA,NA,1263.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486.303,NA,NA,384.391,NA,NA,NA,772.783,NA,NA,NA,NA,NA,NA,NA,447.929,NA,NA,NA,NA,NA,NA,NA,576.683,532.835,NA,887.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730.744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1141.51,366.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.318,NA,NA,NA,716.068,922.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.576,NA,NA,448.518
2301,MYOT,85309.9,96555,112469,104170,127142,185190,NA,144123,164608,31871.1,105138,192239,34038.7,27466.9,110342,100662,51226.2,181237,62472,76831.2,5716.06,9697.25,68428.4,91460.4,49343.5,126864,249892,97390,197351,141161,55095.6,69719.4,61857.5,150880,3040.57,79472.2,48078.8,111311,186346,32581.2,149623,103693,99202.1,126113,NA,95612.6,145788,202800,69353.3,135461,148605,114978,172684,150281,134351,94781.5,14962,43127.4,110591,76300.2,100274,155523,162089,220513,7528.49,89630.3,83832.6,168504,21687.9,193817,130003,NA,9822.34,189011,205765,253308,36318.7,75355.3,120537,115858,97522.9,80938.3,NA,102274,18711.5,148167,10097.8,50443.2,97694.9,89046.5,163460,63278.4,NA,70021,109034,107937,75329.3,36120.9,233403,21152.2,273975,68825.5,223604,271411,176326,112475,154023,219210,14139.4,49687.2,74119,25479,5703.3,240282,87986.7,73740.6,159445,141521,76368.8,199794,211680,56257.9,103438,156799,154756,140150,180871,220357,72202.8,70176.3,92518.6,242843,40216,170763,127970,158646,191581,231992,57999.8,104135,186914,43204.6,165911,121533,87116.5,116409,241297,243606,56860.3,237197,118666,105123,103688,109840,23649.8,102876,45837.8,189002,141883,253963,151334,48779,191228,107585,170268,97940.7,208513,83474,33799.4,125196,24033.2,148327,7896.39,153844,179483,50208.6,124704,126752,101609,25699.9,199957,113542,57391.3,123623,81812.1,102758,13177.3,2647.4,219338,13744.2,182467,217492,85779.7,175345,158785,144102,202833,24860.1,106382,9959.91,125340,119292,111594,144723,4697.79,140172,116751,111912,186882,85719,72923.7,45970.8,140597,6347.99,102409,86861.7,13229.6,NA,126802,102187,130907,169617,281814,51111.7,2233.68,4137.68,240461,280103,178828,98493,99208.4,29409.9,278673,191075,130745,122118,NA,62840.5,181393,51516.6,48974.5,48676.4,204098,10560.2,230062,47836,141508,97210.3,128538,93410.7,191244,123396,142697,78086.3,144442,219464,209708,151544,167089,164305,177869,117577,63211,193469,127856,32122,193173,5281.25,110541,39862.5,81246.6,179477
2302,COMMD3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2303,GNG12,4399.92,3057.79,NA,1939.36,3801.45,2766.5,7150.1,5794.38,2795.88,NA,1911.51,2828.9,NA,2135.42,NA,4149.56,NA,1853.43,3002.04,1691.1,11091.5,23400.4,1391.02,NA,3271.9,2881.18,2496.59,NA,1751.31,2908.38,4517.67,4246.31,2928.91,3347.15,2913.76,3411.27,2077.23,NA,3378.94,27563.8,2589.88,2576.2,2141.14,2698.33,46141.6,3852.85,3358.04,4008.94,2886.28,4009.17,4728.79,3826.27,3694.63,2697.27,3155.26,2110.82,NA,1346.65,3361.58,NA,1100.9,1940.07,2879,2305.17,NA,3006.48,1420.14,2103.8,1796.32,1977.33,1537.91,NA,NA,3047.84,3313.44,6621.68,2209.53,2413.17,NA,NA,12048.1,1671.65,NA,3706.87,3866.66,3670.5,414.819,2125.91,2033.06,1322.25,2909.36,3719.31,56476.5,NA,5040.26,6245.04,1572.05,NA,1940.54,NA,2794.73,1700.17,2257.89,4752.5,3866.67,3373.01,3041.19,2605.54,5701.6,1028.23,4832.33,5654.86,2673.37,1474.86,1453.01,NA,3857.89,3281.33,10429.9,5960.78,3179.58,2527.9,2909.78,3134.71,2023.9,5794.49,1388.95,1971.43,1597.26,NA,2560.5,2501.44,1612.08,3034.66,2798.96,4485.49,2776.32,1623.29,5486.34,2743.33,2591.11,4222.05,2213.5,2906.68,2377.14,4470.03,2846.66,2910.63,NA,2945.68,6512.27,9230.98,3365.35,4067.78,1713.5,2103.26,3330.59,2650.34,3233.02,3620.75,3623.32,2443.45,2401.44,4114.36,2044.07,5202.31,2854.2,10166.9,3367.53,4144.88,1515.48,5040.66,16252.2,3106.08,4408.39,5621.22,2141.93,3459.39,2703.5,1343.69,2478.81,5984.7,NA,4429.83,5641.86,5125.12,970.096,46208.5,2172.69,2162.25,2144.65,2196.69,NA,1272.29,4088.43,1894.72,3501.45,2065.64,2514.17,3576.69,3995.74,2236.28,3587.71,1725.41,16724.9,4150.97,2371.28,2251.57,3152.73,3145.47,1896.55,2215.68,4345.32,22536.3,3392.7,4709.15,1121.02,30612.7,4751.72,6276.99,2745.01,4493.15,2632,3518.35,2839.16,63935.5,2811.14,4309.83,1274.69,2145.8,1765.27,1582.95,2508.64,2487.26,1065.24,2336.42,17680.7,3392.35,2658.9,1311.54,1777.07,NA,2732.57,NA,2288.05,937.304,1927.35,3508.7,2864.51,1516.6,3301.73,4677.87,NA,5979.65,1609.3,2315.84,1618.15,5032.91,6325.6,5027.63,1469.67,NA,4837.57,5421.63,4072.24,10986.5,1620.21,2822.22,3541.23,NA,2856.97,3800.54
2304,VPS29,NA,NA,NA,NA,NA,NA,1738.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7956.97,NA,NA,NA,283.742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3128.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1614.2,NA,NA,NA,868.58,507.732,1105.31,NA,NA,NA,1054.51,519.608,NA,693.172,NA,NA,NA,NA,NA,NA,689.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1195.13,NA,NA,NA,NA,953.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,632.993,NA,720.333,NA,NA,NA,NA,NA,535.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394.548,NA,NA,786.821,NA,NA,1701.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2305,EIF3K,846.55,1096.27,NA,NA,779.598,1055.65,2549.48,NA,912.329,NA,1278.68,627.366,NA,NA,NA,1263.12,NA,494.269,720.225,NA,NA,3624.98,NA,NA,893.072,857.393,1082.47,NA,1047.95,1060.7,NA,1188.13,1691.71,1962.4,NA,812.342,1333.76,1405.51,1519.03,NA,1246.89,673.029,739.49,NA,3228.9,796.946,1251.84,NA,1218.14,1266.17,NA,772.862,1117.06,1019.79,581.49,772.839,787.538,NA,863.741,NA,1562.15,1032.34,1023.69,842.254,NA,3196.61,NA,435.625,1243.31,1199.1,602.57,NA,NA,651.023,689.747,928.787,1579.22,806.079,NA,NA,2686.45,1294.11,1483,784.789,998.247,862.48,1591.34,NA,2554.55,2091.66,1293.13,1094.84,3774.45,7043.19,573.775,531.872,701.532,NA,889.262,NA,2058.3,2831.62,1114.76,1324.66,587.74,1308.85,996.482,1035.35,NA,860.433,1434.1,633.122,NA,612.805,NA,1009.13,1221.02,2016.4,711.447,1362.56,706.172,NA,709.142,692.503,811.158,792.62,3013.67,593.349,720.077,249.87,718.966,902.633,1295.46,731.654,692.283,1633.03,1118.04,803.756,NA,1500.57,1366.7,1061.07,807.001,689.219,960.899,540.601,1338.33,1071.26,NA,816.841,NA,1224.53,NA,762.847,NA,819.809,1143.97,1236.23,1453.62,2088,1399.04,1241.19,852.639,336.142,1340.62,671.394,1162.25,996.2,1008.79,1453.45,NA,1341.12,1414.07,958.093,1551.2,3449.06,745.426,1550.63,NA,1076.73,850.362,NA,NA,1874.07,1778.01,641.028,1214.54,1403.72,837.445,1198.63,978.222,1002.75,NA,896.769,864.344,675.606,NA,1208.19,NA,2327.06,713.703,1461.73,548.588,NA,NA,825.236,594.833,1511.04,643.328,NA,NA,746.576,1355.3,1523.64,876.177,1466.28,1424.79,1984.15,524.597,547.682,1306.94,1776.11,1027.82,1166.93,1601.39,1188.06,880.096,1471.91,468.718,1235.19,1214.38,2274.18,668.789,2427.79,NA,623.229,NA,870.954,924.098,341.57,1100.06,NA,773.413,8601.63,1230.48,NA,1073.59,1282.93,692.441,1613.5,854.005,959.081,NA,965.836,806.06,726.006,730.589,1199.75,747.618,1143.79,643.208,NA,1891.91,1301.99,808.26,1773.49,1182.22,4926.76,717.132,NA,2953.41,795.381
2306,GRHPR,14156.3,17662.9,23847.3,20111,4528.46,7892.8,6200.19,4391.92,14409.7,13472.1,12418.2,11595.1,13642,21671,17228.6,21404.2,17108.6,12904.1,20289.9,23920.1,9497.18,11015.4,6719.77,5658.28,14986.4,17023.2,12589.9,12544,13628.4,11519,16513.2,14404.4,13261.7,14402.4,19223.5,19952.7,18031.9,12160.8,11313.6,6384.06,14045.9,12621.5,18488.7,12655.6,5727.12,21898.7,9490.08,11315,12286.7,7986.3,6319.28,6274.75,14578.8,7995.25,6151.64,16150.5,15274,13038.2,13075,16064.5,12907,20784.2,15089,4640.45,27327.1,13090.6,24928.9,9720.1,17505.8,10276.6,18789.3,6891.46,10542.6,6849.15,7312.75,4172.23,16368.5,28872.5,17070.7,23176.9,8886.09,17849.6,14119.7,17362.2,19399.4,10339.6,19281.4,17628.3,12091.4,13326.3,10942.4,22634.9,4869.92,24282.5,8255.31,7703.98,21546.8,15959,7455.15,11996.1,7640.21,18345.9,12389.8,9755.64,3419.25,15559.1,8218.17,13479.3,9929.08,15988.2,18863.4,22176.2,11624.9,9453.31,17491.4,13629.1,10552.3,8358.02,6068.48,10486.3,3673.54,10743.3,16393.5,10215.2,8390.27,8711.78,18497.7,11628.9,20466.6,13899.5,22900.8,14841.1,25962,5182.57,3700.57,10917.7,14890.3,6803.44,21904.9,19495.1,7968.08,22750.6,11581.7,5611.7,13234.2,3155.85,11059.6,11174.1,15741.2,8249.4,8510.86,4705.32,17729,9230.8,17820.7,9076.39,24167.7,10099.7,22528.2,6904.79,21886,19079.1,8473.53,3047.53,19806.5,9933.43,7087.33,8781.67,20868.1,17141.2,16379.1,20728.8,8125.53,17072.9,11380.2,10600.5,11880.6,9440.35,17811.6,20946.6,13787.3,4053.18,15961.9,9457.89,8736.92,9474.03,18335.8,10830.7,6582,25737.4,13455,9387.85,18148.1,18969.3,6253.33,9649.92,NA,19116.6,16547.7,16067,14820.4,23065.9,5785.47,5841.41,9820.11,6476.31,11021.7,21699.3,7428.53,16410.4,21592.1,20335.4,12520.5,19102.2,17150.5,13602,21872.7,7514.91,4522.85,8038.67,20079.2,7398.25,9088.85,24138.4,31200.3,5977.96,9096.29,5661.8,4088.5,18969.2,24085.9,17085.1,8380.92,18890.1,19567.6,11878.7,4617.03,18963.8,3075.51,17506.6,18527.4,14875,5980.02,NA,14678.4,14994,21650.7,13165.4,13692.6,24640.3,10562.8,14340.3,14108.3,17267.5,17462.9,10283.4,10417.8,24152.9,4572.25,21014.5,13350.4,NA,10889.7,12152.7,7978.83,9695.7,20055.4,10774.3,12330,12905,14678.1,2826.4
