"","Genes","logFC","AveExpr","t","P.Value","adj.P.Val","B","xiao","signifficant","names"
"429","GPD2",-1.05758111789012,12.8060628322404,-2.91388551603019,0.0159472500242372,0.0903882739399689,-3.0806257849751,0.0125659244009985,"Downregulated (π < 0.05)",""
"430","RTN2",-1.66917762791283,15.3552020828073,-2.91358878258555,0.0159552371897318,0.0903882739399689,-3.08110293271033,0.00100075169503766,"Downregulated (π < 0.05)",""
"431","PRKAG3",-1.43141115744146,10.3784227262381,-2.90905886320135,0.0160776744888373,0.09080877326259,-3.08838699237862,0.00270625003791207,"Downregulated (π < 0.05)",""
"432","GPS1",-1.34077224071322,7.92777929085074,-2.97759756503835,0.0161040189037105,0.09080877326259,-2.97634026691839,0.00394373064975542,"Downregulated (π < 0.05)",""
"433","QARS1",-0.619607827938525,10.4543920401696,-2.90506337534551,0.0161864584645991,0.0908928088608969,-3.09481159404931,0.077692028294899,"not signifficant",""
"434","RRM2B",-1.12163564041572,7.66781189321336,-3.19016630346173,0.0162174835839088,0.0908928088608969,-2.76698646122743,0.00982321522888094,"Downregulated (π < 0.05)",""
"435","RDH13",-0.775675187588016,11.1725692205112,-2.90285317256093,0.0162469556862986,0.0908928088608969,-3.09836547642276,0.0409392830031445,"Downregulated (π < 0.05)",""
"436","MYPN",-0.652413233900921,12.8616429478051,-2.90208006944805,0.0162681710440686,0.0908928088608969,-3.09960857486802,0.0680853566012361,"not signifficant",""
"437","ACLY",0.687346344646931,10.8559226916107,2.89165038050773,0.0165571440492545,0.0921338228724412,-3.11637835607606,0.0596796329804176,"not signifficant",""
"438","NDUFB4",-1.51248782922853,11.5237147829935,-2.89133604477984,0.0165659336691828,0.0921338228724412,-3.11688375815495,0.00202574954310577,"Downregulated (π < 0.05)",""
"439","STAU1",-0.735432317626907,9.12791645131149,-2.88807257374538,0.0166574686863499,0.0922804722982679,-3.12213084562334,0.0492168471615759,"Downregulated (π < 0.05)",""
"440","MTM1",0.878176217417829,9.0956859384576,2.95498093086715,0.0166957898988014,0.0922804722982679,-3.01050968030462,0.0274875297769059,"Upregulated (π < 0.05)",""
"441","NXN",-0.878062549413517,9.49400024999011,-2.88635153021097,0.0167059475712381,0.0922804722982679,-3.12489793726421,0.0275150103063436,"Downregulated (π < 0.05)",""
"442","DBT",-0.861090802858328,12.0717033082444,-2.88420200829118,0.0167666969791732,0.0924065019033165,-3.12835389141441,0.0295861248508291,"Downregulated (π < 0.05)",""
"443","MRPL41",-0.980907944894133,7.94356384994792,-2.94844856207539,0.0168708466280663,0.0927706148667481,-3.02038297471274,0.0182383051498555,"Downregulated (π < 0.05)",""
"444","ANXA6",0.772436862639493,15.8294308150564,2.87817922346967,0.0169381076704727,0.0929306988407014,-3.13803691172432,0.0428459672716245,"Upregulated (π < 0.05)",""
"445","BGN",1.89715501620913,11.0694698590098,2.87340164268223,0.0170753421744765,0.0931110633084953,-3.14571765966344,0.000443129608792132,"Upregulated (π < 0.05)",""
"446","BCS1L",-0.607980055648961,11.2415606769479,-2.87253732598287,0.0171002895215605,0.0931110633084953,-3.14710715890882,0.0842755018463005,"not signifficant",""
"447","MRPS33",-0.75734957730061,11.4332643742788,-2.87233458564223,0.0171061466972817,0.0931110633084953,-3.14743308836982,0.045906962661298,"Downregulated (π < 0.05)",""
"448","SRP9",0.8339961465807,11.196359433775,2.87041040763906,0.0171618375839001,0.0931110633084953,-3.15052640739915,0.0337002406246799,"Upregulated (π < 0.05)",""
