,fiberID,subject,fiber_number,plate_number,plate_position,digestion_batch,MS_batch,date_isolation
813,P4_fibNumber65,P4,65,1,C9,1,1,04/11/2021
814,P4_fibNumber64,P4,64,10,H6,5,3,04/11/2021
815,P4_fibNumber63,P4,63,11,E3,6,3,04/11/2021
816,P4_fibNumber62,P4,62,11,A6,6,3,04/11/2021
817,P4_fibNumber61,P4,61,4,B8,2,1,04/11/2021
818,P4_fibNumber60,P4,60,7,D4,4,2,04/11/2021
819,P4_fibNumber6,P4,6,3,A4,2,1,30/09/2021
820,P4_fibNumber59,P4,59,8,H4,4,3,04/11/2021
821,P4_fibNumber58,P4,58,11,C6,6,3,04/11/2021
822,P4_fibNumber57,P4,57,2,D9,1,1,04/11/2021
823,P4_fibNumber56,P4,56,1,H3,1,1,04/11/2021
824,P4_fibNumber55,P4,55,1,B4,1,1,04/11/2021
825,P4_fibNumber54,P4,54,8,D5,4,3,04/11/2021
826,P4_fibNumber53,P4,53,8,E8,4,3,04/11/2021
827,P4_fibNumber52,P4,52,5,H7,3,2,04/11/2021
828,P4_fibNumber51,P4,51,10,C9,5,3,30/09/2021
829,P4_fibNumber50,P4,50,10,C5,5,3,30/09/2021
830,P4_fibNumber5,P4,5,4,D5,2,1,30/09/2021
831,P4_fibNumber49,P4,49,2,B1,1,1,30/09/2021
832,P4_fibNumber48,P4,48,10,F9,5,3,30/09/2021
833,P4_fibNumber47,P4,47,4,C6,2,1,30/09/2021
834,P4_fibNumber46,P4,46,6,D7,3,2,30/09/2021
835,P4_fibNumber45,P4,45,10,B4,5,3,30/09/2021
836,P4_fibNumber44,P4,44,3,B6,2,1,30/09/2021
837,P4_fibNumber43,P4,43,8,G5,4,3,30/09/2021
838,P4_fibNumber42,P4,42,6,G6,3,2,30/09/2021
839,P4_fibNumber41,P4,41,4,E10,2,1,30/09/2021
840,P4_fibNumber40,P4,40,10,G4,5,3,30/09/2021
841,P4_fibNumber4,P4,4,3,D10,2,1,30/09/2021
842,P4_fibNumber39,P4,39,7,G4,4,2,30/09/2021
843,P4_fibNumber38,P4,38,4,G4,2,1,30/09/2021
844,P4_fibNumber37,P4,37,9,H5,5,3,30/09/2021
845,P4_fibNumber36,P4,36,11,D5,6,3,30/09/2021
846,P4_fibNumber35,P4,35,1,D12,1,1,30/09/2021
847,P4_fibNumber34,P4,34,1,H7,1,1,30/09/2021
848,P4_fibNumber33,P4,33,7,B11,4,2,30/09/2021
849,P4_fibNumber32,P4,32,9,C1,5,3,30/09/2021
850,P4_fibNumber31,P4,31,9,D11,5,3,30/09/2021
851,P4_fibNumber30,P4,30,6,E8,3,2,30/09/2021
852,P4_fibNumber3,P4,3,1,C3,1,1,30/09/2021
853,P4_fibNumber29,P4,29,10,A5,5,3,30/09/2021
854,P4_fibNumber28,P4,28,4,E4,2,1,30/09/2021
855,P4_fibNumber27,P4,27,7,C6,4,2,30/09/2021
856,P4_fibNumber26,P4,26,2,H4,1,1,30/09/2021
857,P4_fibNumber25,P4,25,11,C10,6,3,30/09/2021
858,P4_fibNumber24,P4,24,8,E4,4,3,30/09/2021
859,P4_fibNumber23,P4,23,1,G8,1,1,30/09/2021
860,P4_fibNumber22,P4,22,11,D2,6,3,30/09/2021
861,P4_fibNumber21,P4,21,4,A9,2,1,30/09/2021
862,P4_fibNumber200,P4,200,5,A12,3,2,06/12/2021
863,P4_fibNumber20,P4,20,8,D1,4,3,30/09/2021
864,P4_fibNumber2,P4,2,7,D8,4,2,30/09/2021
865,P4_fibNumber199,P4,199,6,H12,3,2,06/12/2021
866,P4_fibNumber198,P4,198,11,D8,6,3,06/12/2021
867,P4_fibNumber197,P4,197,4,D11,2,1,06/12/2021
868,P4_fibNumber196,P4,196,6,H2,3,2,06/12/2021
869,P4_fibNumber195,P4,195,2,F10,1,1,06/12/2021
870,P4_fibNumber194,P4,194,7,E7,4,2,06/12/2021
871,P4_fibNumber193,P4,193,4,B7,2,1,06/12/2021
872,P4_fibNumber192,P4,192,3,F1,2,1,06/12/2021
873,P4_fibNumber191,P4,191,5,F6,3,2,06/12/2021
874,P4_fibNumber190,P4,190,2,E8,1,1,06/12/2021
875,P4_fibNumber19,P4,19,2,E1,1,1,30/09/2021
876,P4_fibNumber189,P4,189,5,D6,3,2,06/12/2021
877,P4_fibNumber188,P4,188,7,C5,4,2,06/12/2021
878,P4_fibNumber187,P4,187,6,A11,3,2,06/12/2021
879,P4_fibNumber186,P4,186,3,H5,2,1,06/12/2021
880,P4_fibNumber185,P4,185,5,G2,3,2,06/12/2021
881,P4_fibNumber184,P4,184,9,A4,5,3,06/12/2021
882,P4_fibNumber183,P4,183,5,C10,3,2,06/12/2021
883,P4_fibNumber182,P4,182,1,E11,1,1,06/12/2021
884,P4_fibNumber181,P4,181,10,A11,5,3,06/12/2021
885,P4_fibNumber180,P4,180,6,D9,3,2,06/12/2021
886,P4_fibNumber18,P4,18,9,A10,5,3,30/09/2021
887,P4_fibNumber179,P4,179,7,H9,4,2,06/12/2021
888,P4_fibNumber178,P4,178,10,C11,5,3,06/12/2021
889,P4_fibNumber176,P4,176,11,D11,6,3,06/12/2021
890,P4_fibNumber175,P4,175,10,F11,5,3,06/12/2021
891,P4_fibNumber174,P4,174,7,F1,4,2,06/12/2021
892,P4_fibNumber173,P4,173,7,H5,4,2,06/12/2021
893,P4_fibNumber172,P4,172,1,B6,1,1,06/12/2021
894,P4_fibNumber171,P4,171,9,G2,5,3,06/12/2021
895,P4_fibNumber170,P4,170,3,C11,2,1,06/12/2021
896,P4_fibNumber17,P4,17,8,C11,4,3,30/09/2021
897,P4_fibNumber169,P4,169,5,D12,3,2,06/12/2021
898,P4_fibNumber168,P4,168,3,G10,2,1,06/12/2021
899,P4_fibNumber167,P4,167,2,B11,1,1,06/12/2021
900,P4_fibNumber166,P4,166,3,A7,2,1,06/12/2021
901,P4_fibNumber165,P4,165,3,F3,2,1,06/12/2021
902,P4_fibNumber164,P4,164,9,G9,5,3,06/12/2021
903,P4_fibNumber163,P4,163,3,D3,2,1,06/12/2021
904,P4_fibNumber162,P4,162,4,E6,2,1,06/12/2021
905,P4_fibNumber161,P4,161,11,A8,6,3,06/12/2021
906,P4_fibNumber160,P4,160,8,E10,4,3,06/12/2021
907,P4_fibNumber16,P4,16,5,A10,3,2,30/09/2021
908,P4_fibNumber159,P4,159,6,C8,3,2,06/12/2021
909,P4_fibNumber158,P4,158,6,C4,3,2,06/12/2021
910,P4_fibNumber157,P4,157,5,D8,3,2,06/12/2021
911,P4_fibNumber156,P4,156,8,C6,4,3,06/12/2021
912,P4_fibNumber155,P4,155,4,G3,2,1,06/12/2021
913,P4_fibNumber154,P4,154,8,H6,4,3,06/12/2021
914,P4_fibNumber153,P4,153,6,B9,3,2,06/12/2021
915,P4_fibNumber152,P4,152,1,H9,1,1,06/12/2021
916,P4_fibNumber151,P4,151,10,D3,5,3,06/12/2021
917,P4_fibNumber150,P4,150,7,E9,4,2,06/12/2021
918,P4_fibNumber15,P4,15,2,E12,1,1,30/09/2021
919,P4_fibNumber149,P4,149,6,F4,3,2,03/12/2021
920,P4_fibNumber148,P4,148,11,D4,6,3,03/12/2021
921,P4_fibNumber147,P4,147,7,C1,4,2,03/12/2021
922,P4_fibNumber146,P4,146,6,G3,3,2,03/12/2021
923,P4_fibNumber145,P4,145,10,D7,5,3,03/12/2021
924,P4_fibNumber144,P4,144,3,B2,2,1,03/12/2021
925,P4_fibNumber143,P4,143,4,F2,2,1,03/12/2021
926,P4_fibNumber142,P4,142,1,F5,1,1,03/12/2021
927,P4_fibNumber141,P4,141,6,A6,3,2,03/12/2021
928,P4_fibNumber140,P4,140,6,A2,3,2,03/12/2021
929,P4_fibNumber14,P4,14,7,A2,4,2,30/09/2021
930,P4_fibNumber139,P4,139,9,A6,5,3,03/12/2021
931,P4_fibNumber138,P4,138,10,E6,5,3,03/12/2021
932,P4_fibNumber137,P4,137,9,H7,5,3,03/12/2021
933,P4_fibNumber136,P4,136,5,G12,3,2,03/12/2021
934,P4_fibNumber135,P4,135,9,D6,5,3,03/12/2021
935,P4_fibNumber134,P4,134,4,E3,2,1,03/12/2021
936,P4_fibNumber133,P4,133,10,G10,5,3,03/12/2021
937,P4_fibNumber132,P4,132,6,E1,3,2,03/12/2021
938,P4_fibNumber131,P4,131,3,E2,2,1,03/12/2021
939,P4_fibNumber130,P4,130,11,A4,6,3,03/12/2021
940,P4_fibNumber13,P4,13,5,E5,3,2,30/09/2021
941,P4_fibNumber129,P4,129,1,C5,1,1,03/12/2021
942,P4_fibNumber128,P4,128,5,F3,3,2,03/12/2021
943,P4_fibNumber127,P4,127,1,B10,1,1,03/12/2021
944,P4_fibNumber126,P4,126,7,B2,4,2,03/12/2021
945,P4_fibNumber125,P4,125,5,C3,3,2,03/12/2021
946,P4_fibNumber124,P4,124,5,G4,3,2,03/12/2021
947,P4_fibNumber123,P4,123,5,B8,3,2,03/12/2021
948,P4_fibNumber122,P4,122,2,C6,1,1,03/12/2021
949,P4_fibNumber121,P4,121,10,C4,5,3,03/12/2021
950,P4_fibNumber120,P4,120,10,G3,5,3,03/12/2021
951,P4_fibNumber12,P4,12,9,H12,5,3,30/09/2021
952,P4_fibNumber119,P4,119,3,A3,2,1,03/12/2021
953,P4_fibNumber118,P4,118,5,E11,3,2,03/12/2021
954,P4_fibNumber117,P4,117,7,A8,4,2,08/11/2011
955,P4_fibNumber116,P4,116,10,C8,5,3,08/11/2011
956,P4_fibNumber115,P4,115,4,A11,2,1,08/11/2011
957,P4_fibNumber114,P4,114,8,G1,4,3,08/11/2011
958,P4_fibNumber113,P4,113,3,F7,2,1,08/11/2011
959,P4_fibNumber112,P4,112,4,G7,2,1,08/11/2011
960,P4_fibNumber111,P4,111,8,E5,4,3,08/11/2011
961,P4_fibNumber110,P4,110,2,H5,1,1,08/11/2011
962,P4_fibNumber11,P4,11,10,B6,5,3,30/09/2021
963,P4_fibNumber109,P4,109,3,C6,2,1,08/11/2011
964,P4_fibNumber108,P4,108,1,B8,1,1,08/11/2011
965,P4_fibNumber107,P4,107,10,H3,5,3,08/11/2011
966,P4_fibNumber106,P4,106,4,H3,2,1,08/11/2011
967,P4_fibNumber105,P4,105,4,D12,2,1,08/11/2011
968,P4_fibNumber104,P4,104,2,A7,1,1,08/11/2011
969,P4_fibNumber103,P4,103,6,F8,3,2,08/11/2011
970,P4_fibNumber102,P4,102,2,D6,1,1,08/11/2011
971,P4_fibNumber101,P4,101,10,E3,5,3,08/11/2011
972,P4_fibNumber100,P4,100,9,G3,5,3,08/11/2011
973,P4_fibNumber10,P4,10,3,G2,2,1,30/09/2021
974,P4_fibNumber1,P4,1,3,G6,2,1,30/09/2021
